num_violated_rows,pct_violated_rows,num_denominator_rows,execution_time,query_text,check_name,check_level,check_description,cdm_table_name,cdm_field_name,concept_id,unit_concept_id,sql_file,category,subcategory,context,warning,error,checkid,is_error,not_applicable,failed,passed,not_applicable_reason,threshold_value,notes_value
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,CONDITION_OCCURRENCE,VISIT_DETAIL_ID,null,null,cdmField.sql,Conformance,Relational,CONDITION_OCCURRENCE.VISIT_DETAIL_ID,null,null,dqd_cdmField_CONDITION_OCCURRENCE_VISIT_DETAIL_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,CONDITION_OCCURRENCE,VISIT_OCCURRENCE_ID,null,null,cdmField.sql,Conformance,Relational,CONDITION_OCCURRENCE.VISIT_OCCURRENCE_ID,null,null,dqd_cdmField_CONDITION_OCCURRENCE_VISIT_OCCURRENCE_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,AMOUNT_ALLOWED,null,null,cdmField.sql,Conformance,Relational,COST.AMOUNT_ALLOWED,null,null,dqd_cdmField_COST_AMOUNT_ALLOWED,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,COST_DOMAIN_ID,null,null,cdmField.sql,Conformance,Relational,COST.COST_DOMAIN_ID,null,null,dqd_cdmField_COST_COST_DOMAIN_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,COST_EVENT_ID,null,null,cdmField.sql,Conformance,Relational,COST.COST_EVENT_ID,null,null,dqd_cdmField_COST_COST_EVENT_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,COST_ID,null,null,cdmField.sql,Conformance,Relational,COST.COST_ID,null,null,dqd_cdmField_COST_COST_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,COST_TYPE_CONCEPT_ID,null,null,cdmField.sql,Conformance,Relational,COST.COST_TYPE_CONCEPT_ID,null,null,dqd_cdmField_COST_COST_TYPE_CONCEPT_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,CURRENCY_CONCEPT_ID,null,null,cdmField.sql,Conformance,Relational,COST.CURRENCY_CONCEPT_ID,null,null,dqd_cdmField_COST_CURRENCY_CONCEPT_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,DRG_CONCEPT_ID,null,null,cdmField.sql,Conformance,Relational,COST.DRG_CONCEPT_ID,null,null,dqd_cdmField_COST_DRG_CONCEPT_ID,0,0,0,1,null,0.15,null
0,0,1,2026-07-22 07:04:35.602108,null,cdmField,FIELD,The number and percent of expected CDM fields that are missing or unavailable.,COST,DRG_SOURCE_VALUE,null,null,cdmField.sql,Conformance,Relational,COST.DRG_SOURCE_VALUE,null,null,dqd_cdmField_COST_DRG_SOURCE_VALUE,0,0,0,1,null,0.15,null
